source_query,category,location,name,address,phone,website,website_missing,rating,reviews,place_id,discovered_at,business_hours,business_type,maps_url,dedupe_key,first_seen_date,last_seen_date,scan_history,status_changes,duplicate_of,email,emails_found,contact_page_url,social_links,contact_confidence,owner_email_detected,has_complete_contact_info,analysis_status,has_chatbot,has_click_to_call,has_booking,tech_sophistication_score,lead_score,priority,score_reasons,phones_found,website_scraped_at,website_scrape_success,pipeline_stage,initial_contact_date,contact_method,followup_due_date,response_status,last_interaction,notes
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Botanica Wellness Spa and Clinic,"495 Collins St, Melbourne VIC 3000, Australia",+61396205992,https://www.botanicadayspa.com.au/,False,4.8,,0x6ad65d4db1b887ab:0,2026-05-27T21:01:05.321349+00:00,Thursday10 AM–7 PMFriday10 AM–7 PMSaturday10 AM–6 PMSundayClosedMondayClosedTuesday10 AM–3 PMWednesday10 AM–7 PM,Day spa,https://www.google.com/maps/place/Botanica+Wellness+Spa+and+Clinic/data=!4m7!3m6!1s0x6ad65d4db1b887ab:0x5889cb821b6a885d!8m2!3d-37.8181299!4d144.9579617!16s%2Fg%2F1v1tn6pm!19sChIJq4e4sU1d1moRXYhqG4LLiVg?authuser=0&hl=en&rclk=1,970db77dd6cb61c29d5f3bb67f147c4387b121d0aa2b9f7edcfc70166373c1ee,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,enquiries@botanicadayspa.com.au,['enquiries@botanicadayspa.com.au'],https://www.botanicadayspa.com.au/contact,"{'facebook': 'https://www.facebook.com/botanicaspa.au/', 'instagram': 'https://www.instagram.com/botanicawellness.au/', 'linkedin': None, 'twitter': None, 'youtube': None}",high,False,True,ok,False,False,True,100,85,high,No chatbot | No click-to-call | Email found (+15) | Phone found (+10) | Complete contact info (+5),"['0565005 0', '000177898 12', '0494568 0', '+61 3 9620 5992']",2026-05-28T07:05:09+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",V Hotel Spa - Luxury Day Spa,"Lower Ground, 630 Little Collins St, Melbourne VIC 3000, Australia",+61396296600,https://vhotelspa.com.au/,False,4.8,,0x6ad65d4e3edbb979:0,2026-05-27T21:01:14.271277+00:00,Thursday10 AM–9 PMFriday10 AM–9 PMSaturday10 AM–9 PMSunday10 AM–9 PMMonday10 AM–9 PMTuesday10 AM–9 PMWednesday10 AM–9 PM,Spa,https://www.google.com/maps/place/V+Hotel+Spa+-+Luxury+Day+Spa/data=!4m7!3m6!1s0x6ad65d4e3edbb979:0x62f3a87bf0b78f8d!8m2!3d-37.8178482!4d144.9540102!16s%2Fg%2F11dzvhcvjl!19sChIJebnbPk5d1moRjY-38Huo82I?authuser=0&hl=en&rclk=1,cc3530b3dd65f632d71b3f7ce190879bbe82164f24648719ea349c24697845fe,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,relax@vhotelspa.com.au,['relax@vhotelspa.com.au'],https://vhotelspa.com.au/contact,"{'facebook': 'https://www.facebook.com/tr?id=2157645504627934&ev=PageView&noscript=1', 'instagram': 'https://www.instagram.com/vhotelspa/', 'linkedin': None, 'twitter': None, 'youtube': None}",high,True,True,ok,True,True,True,55,40,medium,Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),"['03) 9629 6600', '+61396296600']",2026-05-28T07:05:28+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia","Wellness Beauty & Head Spa (Day Spa, Facials, IPL, HIFU, Sound Healing, Hair Growth, Body Contouring)","Level 2/393 Little Bourke St, Melbourne VIC 3000, Australia",+61431881699,https://www.wellnessbeauty.com.au/,False,5.0,,0x6ad65d7d1cf3b1f7:0,2026-05-27T21:01:20.599775+00:00,Thursday10:30 AM–6 PMFriday10:30 AM–6 PMSaturday10 AM–8:30 PMSunday10:30 AM–6 PMMonday10:30 AM–6 PMTuesdayClosedWednesday10:30 AM–6 PM,Day spa,"https://www.google.com/maps/place/Wellness+Beauty+%26+Head+Spa+%28Day+Spa,+Facials,+IPL,+HIFU,+Sound+Healing,+Hair+Growth,+Body+Contouring%29/data=!4m7!3m6!1s0x6ad65d7d1cf3b1f7:0x9c13d6a43b0387cc!8m2!3d-37.8137542!4d144.9611072!16s%2Fg%2F11xkxx27rr!19sChIJ97HzHH1d1moRzIcDO6TWE5w?authuser=0&hl=en&rclk=1",5a6e4c41194a94f23bd9275b1134ac23051dc068f70ca20c274e8be00aee59e4,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,"['9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com', 'wellnessbeauty@mail.com', '7025fe2ce4ed466a9751d9607bc63a44@sentry.wixpress.com', '8c4075d5481d476e945486754f783364@sentry.io', 'a18507e8883842d8a1ba47257fee81ac@sentry.wixpress.com', '18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com', '78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com', 'fb7021d5d7ff41d9bf308f676c058fb5@sentry.wixpress.com', '605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', 'c183baa23371454f99f417f6616b724d@sentry.wixpress.com', '0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io', '5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com', 'dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com', '79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com']",https://www.wellnessbeauty.com.au/contact,"{'facebook': None, 'instagram': 'https://www.instagram.com/wellnessbeautyheadspa/', 'linkedin': 'https://www.linkedin.com/company/wix-com', 'twitter': None, 'youtube': None}",high,True,True,ok,False,True,True,50,70,high,No chatbot | Email found (+15) | Phone found (+10) | Direct owner-like email (+10) | Complete contact info (+5),"['+2211-2212', '05830896501148', '089 13 138', '+2196-2199', '+0300-0301', '+0102-0103', '+0141-0148', '01728295819936', '027 0 0 1 0-5', '+0162-0177', '+2010-2015', '+0490-0491', '+0110-0111', '+0141-0142', '+0152-0153', '+0308-0309', '+2190-2193', '+0168-0169', '+0111-0130', '+61416050989', '+2013-2014', '+2080-2089', '+0139-0149', '+0472-0475', '0824 126 11', '+0100-0130', '00000000000001', '+0374-0375', '+0132-0137', '+0128-0129', '0985576923077', '+0462-0463', '09714673913044', '06489 118', '0000-000000000000', '+2074-2079', '+0303-0304', '+2153-2154', '0451 862 990', '0280-4987-', '+0132-0151', '+2020-2022', '+2264-2265', '+0160-0161', '+0150-0155', '0 0 200 200', '0416 050 989', '0 100 1920 200', '+61431881699']",2026-05-28T07:05:40+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Sensu Spa,"T03/570 Bourke St, Melbourne VIC 3000, Australia",+61390176032,http://www.sensuspa.com.au/,False,4.8,,0x6ad65d4c0c1d2b27:0,2026-05-27T21:01:26.754297+00:00,Thursday10 AM–7 PMFriday10 AM–7 PMSaturday10 AM–7 PMSunday10 AM–7 PMMonday10 AM–7 PMTuesday10 AM–7 PMWednesday10 AM–7 PM,Wellness center,https://www.google.com/maps/place/Sensu+Spa/data=!4m7!3m6!1s0x6ad65d4c0c1d2b27:0xb978c32aa28911b7!8m2!3d-37.815149!4d144.956527!16s%2Fg%2F11c2pvcb1r!19sChIJJysdDExd1moRtxGJoirDeLk?authuser=0&hl=en&rclk=1,4d1953a8357e96abc1fccb43053dfe88cbbf8a91ccb2b8a9d297243905ce49cf,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,,[],,{},low,False,False,ok,False,False,True,50,85,high,No chatbot | No click-to-call | Email found (+15) | Phone found (+10) | Complete contact info (+5),['+61390176032'],,False,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Body Freedom Spa & Clinic,"392 Clarendon St, South Melbourne VIC 3205, Australia",+61396964584,http://www.bodyfreedomdayspa.com.au/,False,4.6,,0x6ad668075a618fe3:0,2026-05-27T21:01:35.247272+00:00,Thursday10 AM–6 PMFriday10 AM–7:30 PMSaturday10 AM–6 PMSundayClosedMonday10 AM–5 PMTuesday10 AM–6 PMWednesday10 AM–6 PM,Spa,https://www.google.com/maps/place/Body+Freedom+Spa+%26+Clinic/data=!4m7!3m6!1s0x6ad668075a618fe3:0x302c622b59a9cb4f!8m2!3d-37.8361307!4d144.9618078!16s%2Fg%2F1tdp55gt!19sChIJ449hWgdo1moRT8upWStiLDA?authuser=0&hl=en&rclk=1,e869b4c2df713566726d692fac2d74dc5bbb05f9e5397ff8e702f9fbd87a2a3f,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,,[],,{},low,False,False,ok,False,True,True,70,60,medium,No chatbot | Email found (+15) | Phone found (+10) | Complete contact info (+5),['+61396964584'],,False,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Medical Aesthetic - The Science of Good Skin,"286 Coventry St, South Melbourne VIC 3205, Australia",+61399169631,https://medicalaesthetic.com.au/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Google+Business+Profile,False,4.9,,0x6ad6680216e94451:0,2026-05-27T21:01:41.865240+00:00,Thursday10 AM–6 PMFriday9 AM–3 PMSaturday9 AM–3 PMSundayClosedMondayClosedTuesday10 AM–6 PMWednesday10 AM–6 PM,Medical spa,https://www.google.com/maps/place/Medical+Aesthetic+-+The+Science+of+Good+Skin/data=!4m7!3m6!1s0x6ad6680216e94451:0xbfa448f80c438f1a!8m2!3d-37.8320308!4d144.9588027!16s%2Fg%2F1w0h7n97!19sChIJUUTpFgJo1moRGo9DDPhIpL8?authuser=0&hl=en&rclk=1,9354a293f27253397f953534542db5e0b9753cf53aa1aa31f90703116ef4cf7b,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,flags@2x.webp,"['flags@2x.webp', 'globe@2x.webp']",https://medicalaesthetic.com.au/contact,"{'facebook': 'https://www.facebook.com/medical.aesthetic.laser/', 'instagram': None, 'linkedin': None, 'twitter': None, 'youtube': None}",high,False,True,ok,False,True,True,75,40,low,No chatbot | Phone found (+10),"['097 1920 733', '03) 9916 9631', '0 0 1920 1920', '+61399169631']",2026-05-28T07:06:42+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",RELAX DAY SPA,"256-258 Victoria St, North Melbourne VIC 3051, Australia",+61401971908,https://www.relaxdayspa.com.au/,False,4.6,,0x6ad65df498eb8067:0,2026-05-27T21:01:49.261333+00:00,Thursday9:30 AM–9 PMFriday9:30 AM–9 PMSaturday9:30 AM–9 PMSunday9:30 AM–9 PMMonday9:30 AM–9 PMTuesday9:30 AM–9 PMWednesday9:30 AM–9 PM,Day spa,https://www.google.com/maps/place/RELAX+DAY+SPA/data=!4m7!3m6!1s0x6ad65df498eb8067:0xe782683689d2e23b!8m2!3d-37.8058358!4d144.957498!16s%2Fg%2F11fwjhkjgh!19sChIJZ4DrmPRd1moRO-LSiTZoguc?authuser=0&hl=en&rclk=1,c2f76cb5efbf3c1b952cf46dd9cd7e097bbfaec8b7d1bf1115a11a9ecb703a60,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,,[],https://www.relaxdayspa.com.au/contact-us,"{'facebook': 'https://www.facebook.com/MassageAtRelaxdayspa', 'instagram': 'https://www.instagram.com/massage_at_relaxdayspa/', 'linkedin': None, 'twitter': None, 'youtube': None}",medium,False,False,ok,False,False,True,45,65,medium,No chatbot | No click-to-call | Phone found (+10),"['0401971908', '+61401971908']",2026-05-28T07:07:09+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Sakura Lounge,"8/10 Warburton Ln, Melbourne VIC 3000, Australia",+61396423663,http://www.sakuralounge.com.au/,False,4.7,,0x6ad642b53abe6635:0,2026-05-27T21:01:59.041870+00:00,Thursday10 AM–7 PMFriday10 AM–7 PMSaturday10 AM–7 PMSunday10 AM–7 PMMonday10 AM–7 PMTuesday10 AM–7 PMWednesday10 AM–7 PM,Day spa,https://www.google.com/maps/place/Sakura+Lounge/data=!4m7!3m6!1s0x6ad642b53abe6635:0x86257899114af96f!8m2!3d-37.8139!4d144.962034!16s%2Fg%2F1vxw8db9!19sChIJNWa-OrVC1moRb_lKEZl4JYY?authuser=0&hl=en&rclk=1,d295660e16e7a6931c610d3c38950c0cd3b93146f6f079ca66d4630e6e4f27f5,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,,[],http://www.sakuralounge.com.au/contact-us,"{'facebook': 'https://www.facebook.com/Sakuraloungespa/', 'instagram': None, 'linkedin': None, 'twitter': None, 'youtube': None}",medium,False,False,ok,False,False,False,60,105,high,No chatbot | No click-to-call | No booking flow | Email found (+15) | Phone found (+10) | Complete contact info (+5),"['03 9642 3663', '+61396423663']",2026-05-28T07:07:36+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Five Elements Spa,"305/227 Collins St, Melbourne VIC 3000, Australia",+61403999758,https://www.fresha.com/book-now/five-elements-spa-c5mtf1nt/all-offer?id=2629003&share=true&pId=278965,False,4.6,,0x6ad667729a77408d:0,2026-05-27T21:02:07.147784+00:00,Thursday11 AM–9 PMFriday11 AM–9 PMSaturday11 AM–8 PMSunday11 AM–8 PMMonday11 AM–9 PMTuesday11 AM–9 PMWednesday11 AM–9 PM,Massage spa,https://www.google.com/maps/place/Five+Elements+Spa/data=!4m7!3m6!1s0x6ad667729a77408d:0x83719a83326ff841!8m2!3d-37.8158276!4d144.9663033!16s%2Fg%2F11h_5_tltz!19sChIJjUB3mnJn1moRQfhvMoOacYM?authuser=0&hl=en&rclk=1,5cbb54ba4e5626ce690f68933fdef8b334d58bb046391101eb5396a6fda2597a,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io,['388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io'],https://www.fresha.com/contact,"{'facebook': None, 'instagram': None, 'linkedin': None, 'twitter': None, 'youtube': None}",high,False,True,ok,False,False,True,70,65,medium,No chatbot | No click-to-call | Phone found (+10),"['+2150-2151', '+2202-2206', '+0660-0671', '+2211-2212', '+0640-0656', '+2196-2199', '+2190-2199', '+0141-0148', '+0337-0338', '0 0 0-1-1 3 3 0', '+2000-2015', '+2010-2015', '+2460-2473', '+0490-0491', '001 0 0 0 29 26', '+0306-0308', '+2260-2265', '0 1 0 0-8 4 4 0', '+0300-0304', '+0531-0556', '+0139-0148', '+0134-0137', '+2013-2014', '+2080-2089', '+0472-0475', '+2113-2116', '+0561-0587', '+2122-2126', '+0374-0375', '+2032-2033', '+0462-0463', '+0964-0965', '+2074-2079', '0 0 1 0-2 3 3 0', '+2013-2026', '+0901-0939', '+2153-2154', '+0326-0328', '+0490-0493', '+0956-0977', '+2020-2022', '+0496-0497', '+2264-2265', '+0150-0155', '+2190-2194', '+61403999758']",2026-05-28T07:07:49+1000,True,cold,,,,no_response,,
"med spa in Melbourne, VIC, Australia",med spa,"Melbourne, VIC, Australia",Crown Spa Melbourne,"Level 3, Crown Towers, 8 Whiteman St, Southbank VIC 3006, Australia",+61392926182,http://www.crownhotels.com.au/crown-spa-melbourne/,False,4.0,,0x6ad65d532236e4b3:0,2026-05-27T21:02:15.341294+00:00,Thursday10 AM–8 PMFriday10 AM–8 PMSaturday10 AM–8 PMSunday10 AM–8 PMMonday10 AM–8 PMTuesday10 AM–8 PMWednesday10 AM–8 PM,Spa,https://www.google.com/maps/place/Crown+Spa+Melbourne/data=!4m7!3m6!1s0x6ad65d532236e4b3:0x321303c57a6e74c8!8m2!3d-37.8221353!4d144.9598937!16s%2Fg%2F1tdsjy7k!19sChIJs-Q2IlNd1moRyHRuesUDEzI?authuser=0&hl=en&rclk=1,7f66e338a9ed839a896a23059fe774c2112e9a7a4b0f6285cc217cd9ba8e5d40,2026-05-28,2026-06-11,"['2026-05-28', '2026-06-11']",[],,reservations.mcm@crownhotels.com.au,"['reservations.mcm@crownhotels.com.au', 'reservations.pcp@crownhotels.com.au', 'reservations.sct@crownhotels.com.au', 'reservations.mct@crownhotels.com.au', 'reservations.pcm@crownhotels.com.au', 'reservations.mcp@crownhotels.com.au', 'reservations.pct@crownhotels.com.au']",http://www.crownhotels.com.au/contact,"{'facebook': 'https://www.facebook.com/crownhotels?ref=ts', 'instagram': 'https://www.instagram.com/crownhotels/', 'linkedin': None, 'twitter': None, 'youtube': None}",high,False,True,ok,False,False,True,55,65,medium,No chatbot | No click-to-call | Phone found (+10),"['+61 3 9292 6868', '003693749', '+61 3 9292 6211', '+61 8 9362 8888', '+61 3 9292 6688', '+61 2 8871 6371', '+61392926182']",2026-05-28T07:08:08+1000,True,cold,,,,no_response,,
"dental clinic in Melbourne, VIC, Australia",dental clinic,"Melbourne, VIC, Australia","Seddon Dental, Victoria St Clinic","184 Victoria St, Seddon VIC 3011, Australia",+61396877688,http://www.seddondental.com.au/,False,4.7,,0x6ad65df59a8a36ed:0,2026-05-29T21:01:13.802229+00:00,SaturdayClosedSundayClosedMonday9:30 AM–7 PMTuesday9:30 AM–7 PMWednesday9:30 AM–7 PMThursday9:30 AM–7 PMFriday9 AM–5 PM,Dental clinic,"https://www.google.com/maps/place/Seddon+Dental,+Victoria+St+Clinic/data=!4m7!3m6!1s0x6ad65df59a8a36ed:0x99d8281fbf2be65a!8m2!3d-37.806239!4d144.891703!16s%2Fg%2F1thpwzvl!19sChIJ7TaKmvVd1moRWuYrvx8o2Jk?authuser=0&hl=en&rclk=1",252e2c2ec3283bbdd3e61e590f79666e688ccf9ebcb5c24115ce377928d7cc37,2026-05-30,2026-06-13,"['2026-05-30', '2026-06-13']",[],,user@domain.com,['user@domain.com'],http://www.seddondental.com.au/contact,"{'facebook': 'http://www.facebook.com/2008/fbml', 'instagram': None, 'linkedin': None, 'twitter': None, 'youtube': None}",high,False,True,ok,False,True,True,45,40,low,No chatbot | Phone found (+10),"['0396877688', '09102024-', '+2023-05-28', '031172877863966', '+61396877688']",2026-05-30T07:05:27+1000,True,cold,,,,no_response,,
"dental clinic in Melbourne, VIC, Australia",dental clinic,"Melbourne, VIC, Australia",Malvern Family Dental & Implant Centre,"30 Burke Rd, Malvern East VIC 3145, Australia",+61395091439,https://malvernfamilydental.com.au/,False,4.9,,0x6ad669e9df9abbe9:0,2026-05-29T21:01:24.297546+00:00,SaturdayClosedSundayClosedMonday8:30 AM–7 PMTuesday8:30 AM–5 PMWednesday8:30 AM–5 PMThursday8:30 AM–5 PMFriday8:30 AM–5 PM,Dental clinic,https://www.google.com/maps/place/Malvern+Family+Dental+%26+Implant+Centre/data=!4m7!3m6!1s0x6ad669e9df9abbe9:0xbfbec6cce5802c1!8m2!3d-37.875557!4d145.048541!16s%2Fg%2F11cmr1y60f!19sChIJ6bua3-lp1moRwQJYzmzs-ws?authuser=0&hl=en&rclk=1,feab2e75dec62b398446eb8007586e00de50416685c6d0e93cb73e6a26087935,2026-05-30,2026-06-13,"['2026-05-30', '2026-06-13']",[],,info@malvernfamilydental.com,"['info@malvernfamilydental.com', 'info@malvernfamilydental.com.au']",https://malvernfamilydental.com.au/contact,"{'facebook': 'https://www.facebook.com/malvernfamilydentalmelbourne', 'instagram': None, 'linkedin': None, 'twitter': None, 'youtube': None}",high,False,True,ok,False,True,True,70,60,medium,No chatbot | Email found (+15) | Phone found (+10) | Complete contact info (+5),"['0395091439', '0 0 448 512', '0 0 512 512', '0 0 576 512', '0 0 384 512', '+61 0395091439', '067 48 152', '0 0 320 512', '+61395091439']",2026-05-30T07:05:45+1000,True,cold,,,,no_response,,
"dental clinic in Melbourne, VIC, Australia",dental clinic,"Melbourne, VIC, Australia",Melbourne Dentist Clinic,"Neo200, 200 Spencer St, Melbourne VIC 3000, Australia",+61399999703,https://melbourne.dentist-clinic.com/,False,4.8,,0x6ad65d4ef8aa1bfb:0,2026-05-29T21:01:32.051866+00:00,Saturday9 AM–6 PMSunday9 AM–5:30 PMMonday9 AM–6 PMTuesday9 AM–6 PMWednesday9 AM–6 PMThursday9 AM–6 PMFriday9 AM–6 PM,Dental clinic,https://www.google.com/maps/place/Melbourne+Dentist+Clinic/data=!4m7!3m6!1s0x6ad65d4ef8aa1bfb:0xabd27973a45a011!8m2!3d-37.8161079!4d144.9530802!16s%2Fg%2F1ptyxygw5!19sChIJ-xuq-E5d1moREaBFOpcnvQo?authuser=0&hl=en&rclk=1,54e3700b75f2103de7b677a0650683cd9ded0e27300b2fc6d0edc2ee8c3088a9,2026-05-30,2026-06-13,"['2026-05-30', '2026-06-13']",[],,webmaster@melbourne.dentist-clinic.com,['webmaster@melbourne.dentist-clinic.com'],https://melbourne.dentist-clinic.com/contact,"{'facebook': 'https://www.facebook.com/MelbourneDentistClinic', 'instagram': None, 'linkedin': None, 'twitter': 'https://twitter.com/Melb_Dentist', 'youtube': 'https://www.youtube.com/user/TheMelbourneDentist'}",high,False,True,ok,False,True,True,55,40,low,No chatbot | Phone found (+10),"['03)99999703', '03 9909 5375', '+61399999703']",2026-05-30T07:06:04+1000,True,cold,,,,no_response,,
"dental clinic in Melbourne, VIC, Australia",dental clinic,"Melbourne, VIC, Australia",Australian Dentists Clinic,"Level 3/620 Bourke St, Melbourne VIC 3000, Australia",+61390880257,https://dentistsclinic.com.au/locations/melbourne-cbd/index.html,False,4.8,,0x6ad65d4ee556824f:0,2026-05-29T21:01:39.080412+00:00,,Dental clinic,https://www.google.com/maps/place/Australian+Dentists+Clinic/data=!4m7!3m6!1s0x6ad65d4ee556824f:0x59f2ce4e0052bee6!8m2!3d-37.8162193!4d144.955325!16s%2Fg%2F11c2p8vdmy!19sChIJT4JW5U5d1moR5r5SAE7O8lk?authuser=0&hl=en&rclk=1,988a006ab6a693e2f6f59756f6f0d3ee6e9516ad99881377a2cc35b45abb467a,2026-05-30,2026-06-13,"['2026-05-30', '2026-06-13']",[],,adcmelbournedentist@gmail.com,['adcmelbournedentist@gmail.com'],https://dentistsclinic.com.au/contact,"{'facebook': 'https://www.facebook.com/AustralianDentistsClinic/', 'instagram': None, 'linkedin': 'https://www.linkedin.com/company/australian-dentists-clinic', 'twitter': 'https://twitter.com/dentistinoz', 'youtube': 'https://www.youtube.com/channel/UCkkX7yxPJNBd1JRGOhOc7WQ'}",high,False,True,ok,False,True,True,55,40,low,No chatbot | Phone found (+10),"['03) 9088 0257', '+0490-0491', '+610390880257', '0448 121 973', '+0152-0153', '03) 8547 9556', '+0110-0111', '+0102-0103', '+61390880257']",2026-05-30T07:06:19+1000,True,cold,,,,no_response,,
"dental clinic in Melbourne, VIC, Australia",dental clinic,"Melbourne, VIC, Australia",Gorgeous Smiles Dentist Melbourne,"121 Exhibition St, Melbourne VIC 3000, Australia",+61390420483,https://www.gorgeoussmiles.com.au/,False,4.9,,0x6ad642cf2c27db07:0,2026-05-29T21:01:48.032986+00:00,Saturday10 AM–5 PMSundayClosedMonday8:30 AM–7 PMTuesday8:30 AM–7 PMWednesday8:30 AM–7 PMThursday8:30 AM–7 PMFriday8:30 AM–7 PM,Dental clinic,https://www.google.com/maps/place/Gorgeous+Smiles+Dentist+Melbourne/data=!4m7!3m6!1s0x6ad642cf2c27db07:0x8abced8e3b6635f5!8m2!3d-37.8122516!4d144.9704657!16s%2Fg%2F11b6dt1rdt!19sChIJB9snLM9C1moR9TVmO47tvIo?authuser=0&hl=en&rclk=1,e63cf97c5ece0eb6f61319e96b6289f1333d90a5d205c3f19027da8100ee5dcb,2026-05-30,2026-06-13,"['2026-05-30', '2026-06-13']",[],,info@gorgeoussmiles.com.au,['info@gorgeoussmiles.com.au'],https://www.gorgeoussmiles.com.au/contact,"{'facebook': 'https://www.facebook.com/GorgeousSmiles.com.au/', 'instagram': 'https://www.instagram.com/gorgeoussmilesdentistry/', 'linkedin': 'https://www.linkedin.com/company/gorgeous-smiles-dentistry/', 'twitter': 'https://twitter.com/GorgeousSmile3', 'youtube': 'https://www.youtube.com/channel/UC3FYS_tr-yqk9pmPDbW8x_g'}",high,False,True,ok,False,True,True,35,75,high,No chatbot | Low-tech website | Email found (+15) | Phone found (+10) | Complete contact info (+5),"['0390420483', '0 0 448 512', '+61390420483', '0 0 512 512', '0 0 320 512', '+61 (03) 9042 0483']",2026-05-30T07:06:36+1000,True,cold,,,,no_response,,
"dental clinic in Melbourne, VIC, Australia",dental clinic,"Melbourne, VIC, Australia",MC Dental Melbourne Central Shopping Centre,"Central Shopping Centre, Shop 254, Level 2/211 La Trobe St, Melbourne VIC 3000, Australia",+61386088971,https://www.mcdental.com.au/,False,4.8,,0x6ad642e7e3f0a299:0,2026-05-29T21:01:55.507724+00:00,Saturday9 AM–4 PMSunday10 AM–5 PMMonday8:30 AM–5 PMTuesday8:30 AM–7 PMWednesday8:30 AM–5 PMThursday8:30 AM–5 PMFriday8:30 AM–7 PM,Dentist,https://www.google.com/maps/place/MC+Dental+Melbourne+Central+Shopping+Centre/data=!4m7!3m6!1s0x6ad642e7e3f0a299:0x60036358c21d772!8m2!3d-37.8107193!4d144.9625702!16s%2Fg%2F1wt3nk94!19sChIJmaLw4-dC1moRctchjDU2AAY?authuser=0&hl=en&rclk=1,7eb0da662cb093ff50e1d75aa5df72fd93010d8af761a290ad79c83482e6966f,2026-05-30,2026-06-13,"['2026-05-30', '2026-06-13']",[],,docklands@mcdental.com.au,"['docklands@mcdental.com.au', 'highpoint@mcdental.com.au', 'doncaster@mcdental.com.au', 'glen@mcdental.com.au', 'enquiries@mcdental.com.au', 'brighton@mcdental.com.au']",https://www.mcdental.com.au/contact,"{'facebook': 'https://www.facebook.com/MelbourneCentralDental/', 'instagram': 'https://www.instagram.com/mcdentalmelbourne/', 'linkedin': 'https://www.linkedin.com/company/mcdental/about/', 'twitter': None, 'youtube': 'https://www.youtube.com/channel/UCx6pCRFZdEJW3rj3ChA8jjw/about'}",high,False,True,fetch_error:403 Client Error: Forbidden for url: https://www.mcdental.com.au/,False,False,False,0,100,high,No chatbot | No click-to-call | No booking flow | Low-tech website | Phone found (+10),"['0386088970', '0323246753 0', '0386088971', '0323246753', '00101982801', '04687013 14', '0223585 4', '0126415 11', '0517865429 4', '0642381 13', '03 9592 0583', '03 9988 1803', '0005763 0 30', '+61386088968', '03198113 5', '03377358', '00101918658', '03) 8608 8968', '00824742268', '0517865429 0', '00907216495 20', '0005403 0 28', '0220755 12', '05330189 12', '03528302 15', '03 8608 8969', '0247423 0', '06056604 6', '0523434 22', '0948113 1', '09141509', '00766921875', '09830189 9', '0200943396', '0517865429', '0247423 21', '00735849057', '0386447029', '0631653605', '0323246753 30', '+61386088971']",2026-05-30T07:06:48+1000,True,cold,,,,no_response,,
